Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3101,68,11,212,0,2321,232,218,117,1442,Rawah,C7746,0
3297,5,10,247,22,1921,208,221,150,1364,Commanche,C7755,0
3194,108,19,175,4,1423,248,215,88,2389,Rawah,C7746,0
3216,294,24,228,60,560,146,226,217,2047,Neota,C7745,1
2751,161,12,120,6,1006,232,243,140,674,Commanche,C2703,2
2896,41,9,180,19,607,221,221,134,1783,Rawah,C7745,1
2823,114,11,192,39,895,240,229,118,283,Commanche,C7756,1
3363,222,12,446,126,3397,204,252,182,458,Commanche,C7755,0
2938,253,6,153,17,2142,206,244,177,1847,Commanche,C7756,0
2834,15,36,430,79,1294,165,144,95,930,Commanche,C7710,1
3446,230,12,1261,321,4076,201,251,186,2731,Commanche,C8776,6
3185,34,7,256,26,2430,219,225,142,2467,Rawah,C7745,0
2739,178,23,330,155,1681,223,246,143,1191,Commanche,C2705,2
3299,342,10,85,11,2213,200,226,164,2136,Neota,C8771,1
3305,149,20,531,130,1677,241,235,114,1234,Neota,C7757,0
2854,27,12,484,22,618,215,214,134,1295,Commanche,C4704,1
2999,84,10,0,0,2877,234,224,121,1544,Commanche,C7102,0
2834,308,16,67,11,1026,176,229,193,1323,Commanche,C7202,0
2844,48,7,60,0,3048,223,224,136,4179,Rawah,C7202,1
2613,43,10,30,4,2117,222,219,131,2108,Commanche,C4703,5
3137,113,4,323,27,5352,226,236,145,618,Rawah,C7745,0
3005,204,17,127,-9,2012,209,253,174,335,Commanche,C7756,1
2559,87,15,0,0,2304,241,215,100,2435,Commanche,C4704,0
2986,192,10,518,65,1999,219,248,162,2148,Commanche,C7756,1
3252,175,15,324,45,4221,227,247,148,2195,Commanche,C7757,0
3226,237,16,782,117,540,190,252,197,2918,Commanche,C7756,1
2653,173,15,30,8,3581,228,246,145,2688,Commanche,C7102,0
2461,44,16,553,117,810,222,202,110,1410,Cache,C2717,5
2964,7,6,153,16,3948,213,228,153,2167,Rawah,C7745,1
3109,96,16,192,47,1660,244,215,95,2598,Rawah,C7745,1
3014,270,3,774,118,5872,212,240,166,6396,Rawah,C7745,1
2334,39,26,85,20,190,212,175,85,691,Commanche,C4703,2
2920,322,11,124,0,3650,191,229,177,2341,Rawah,C7745,1
2292,104,12,268,134,1425,240,225,114,849,Cache,C2704,3
3415,312,12,469,46,1939,187,231,184,618,Commanche,C8771,6
3239,42,14,60,7,1626,222,209,120,890,Commanche,C8772,6
3151,120,15,408,113,335,245,226,105,1632,Rawah,C7202,1
3150,51,17,376,81,4459,226,202,104,2269,Rawah,C7745,1
3202,337,14,443,94,3280,188,219,170,2636,Commanche,C7755,0
2998,315,3,600,72,5317,211,237,164,6275,Rawah,C7745,1
2933,2,21,390,80,2989,185,194,141,1722,Commanche,C4703,1
2556,100,20,30,5,1298,248,209,80,408,Commanche,C2705,2
2807,35,18,67,7,3705,215,198,113,2962,Rawah,C7202,0
2990,22,16,258,23,466,207,203,128,339,Commanche,C7755,1
3164,262,10,371,69,4286,194,246,190,1071,Rawah,C7745,0
2978,214,10,607,2,5312,211,250,174,1748,Rawah,C7745,1
3115,15,20,1050,246,2772,198,195,129,1846,Commanche,C7700,1
3151,52,21,134,56,4756,226,190,88,1790,Rawah,C7745,0
3376,6,2,182,31,576,216,234,155,895,Neota,C8776,1
3251,110,6,395,7,4280,231,233,135,2355,Rawah,C7201,0
2719,66,3,255,6,1170,222,233,147,1879,Rawah,C4744,1
3193,343,16,793,-9,1326,186,214,166,1559,Commanche,C7757,0
3001,195,13,524,82,5638,217,250,165,3289,Rawah,C7745,1
3352,324,7,150,42,3852,203,233,169,900,Rawah,C8771,0
3282,254,16,693,131,3212,181,249,205,882,Commanche,C7756,0
2795,87,9,30,-1,636,233,226,125,192,Rawah,C7746,4
3113,72,7,300,32,1652,228,227,133,3013,Commanche,C7756,0
2964,199,14,175,62,1549,215,251,168,2676,Commanche,C7757,1
2760,74,7,30,5,2754,229,227,132,6356,Rawah,C4744,1
2434,118,22,228,93,924,252,213,77,1040,Cache,C2706,2
3136,6,16,661,-54,3628,199,208,144,2912,Rawah,C7745,1
3252,198,22,247,82,2200,207,252,170,1289,Commanche,C7757,0
2795,182,8,134,-2,3127,223,245,156,5898,Rawah,C4744,1
3309,110,7,0,0,1676,233,232,132,3195,Rawah,C8771,0
2971,28,9,541,-2,2202,217,220,138,2804,Commanche,C7202,0
3202,171,28,180,0,2442,226,239,125,3237,Rawah,C7745,0
3407,195,8,361,14,3116,219,247,163,201,Commanche,C8771,0
2978,135,4,108,13,3247,226,238,146,6576,Rawah,C7745,0
3040,144,14,42,11,1248,239,236,123,2522,Rawah,C7745,1
2476,341,20,216,48,876,175,206,168,577,Cache,C4703,5
3016,55,13,430,63,1250,228,211,113,2376,Rawah,C7745,1
3180,348,19,391,64,1698,180,204,160,1967,Commanche,C7700,0
2841,337,11,60,8,2724,196,225,168,2673,Rawah,C4744,1
3196,23,8,430,38,1215,216,223,144,1860,Neota,C7101,0
2479,67,19,60,21,484,235,199,87,1423,Cache,C2706,2
3131,7,15,537,33,1825,201,209,144,3412,Commanche,C7755,0
3031,63,5,60,0,3000,225,229,139,1329,Rawah,C7202,1
3235,130,15,361,52,3856,243,231,113,1842,Commanche,C7756,1
3091,358,23,190,47,886,178,191,146,1948,Rawah,C7745,0
2677,147,36,67,37,1733,241,210,65,2683,Rawah,C7746,1
3238,141,16,600,31,1507,241,234,118,2753,Commanche,C7757,1
2820,321,23,228,90,3371,154,210,192,1468,Rawah,C7745,1
3273,294,42,108,-4,3190,74,191,238,2147,Rawah,C8772,0
2702,15,17,30,10,1513,202,201,133,1694,Commanche,C4758,5
2692,311,14,210,59,1146,182,230,187,1989,Rawah,C7745,1
3129,323,23,170,57,4347,155,209,190,1074,Rawah,C7201,0
2931,174,11,240,84,1717,227,246,150,2383,Commanche,C7756,1
2899,63,12,150,51,547,230,216,117,242,Commanche,C7755,1
3248,139,29,404,202,3690,248,217,76,2227,Commanche,C7757,0
3159,29,2,488,59,5548,218,233,152,541,Rawah,C7102,0
2966,0,4,30,1,4744,213,232,156,3248,Rawah,C7745,0
2651,135,13,42,3,1924,240,234,122,5148,Rawah,C6101,1
2456,326,22,272,78,713,162,210,186,480,Cache,C4703,5
2562,218,27,361,136,2135,179,253,197,242,Commanche,C2705,2
2939,11,4,497,-9,3531,216,232,153,5868,Rawah,C7102,1
2804,347,29,67,39,3740,153,181,158,5728,Rawah,C7745,0
2856,117,9,484,55,2648,236,232,128,2784,Rawah,C4744,1
3090,261,11,90,14,5488,192,246,193,2736,Rawah,C7201,1
2325,30,7,0,0,1015,218,226,143,1406,Cache,C4703,3
2850,105,11,247,40,685,238,227,118,2697,Commanche,C4704,1
2737,213,32,391,101,3180,173,249,193,1691,Commanche,C4758,1
2972,240,9,524,76,5662,203,248,183,5320,Rawah,C7745,1
3113,185,13,258,35,2068,222,249,157,153,Commanche,C7756,0
3198,84,14,30,-5,1816,239,216,105,1639,Neota,C7202,0
2861,11,5,0,0,2783,215,230,152,2347,Commanche,C7201,0
2965,69,12,335,3,4597,232,217,115,5291,Rawah,C4744,1
3000,299,12,180,59,2430,185,235,190,2388,Commanche,C7757,1
2945,72,5,323,16,4537,226,230,138,1800,Rawah,C7745,1
2872,129,28,190,61,4343,252,211,68,516,Rawah,C7746,1
3099,56,26,509,67,666,227,176,67,1627,Rawah,C7745,0
2965,131,15,150,0,3586,243,231,113,6065,Rawah,C7745,1
2810,144,26,85,20,4495,246,225,91,4952,Rawah,C7746,1
2904,15,3,531,45,3844,217,233,154,3320,Rawah,C4744,1
3120,345,15,242,50,3030,190,216,164,2397,Commanche,C7755,0
2992,40,18,573,111,1723,219,198,109,3029,Commanche,C7757,1
3200,266,3,335,18,6008,211,241,167,1869,Rawah,C7201,1
2621,69,13,242,53,1126,233,214,110,1359,Commanche,C4704,1
3076,184,10,134,18,3715,223,247,157,576,Rawah,C7745,1
3258,51,18,150,23,1570,226,197,99,942,Commanche,C8771,0
2511,312,18,150,41,573,170,224,194,607,Cache,C4703,1
2230,299,26,331,187,382,139,220,216,785,Cache,C4703,2
2838,125,10,255,67,983,237,233,126,339,Commanche,C7756,1
3224,147,8,684,17,1129,232,239,140,2330,Commanche,C7757,1
2843,53,12,0,0,1288,227,213,118,800,Commanche,C7202,0
3342,135,9,295,142,2934,235,236,132,511,Commanche,C7756,0
2936,93,18,390,126,395,246,209,85,782,Rawah,C7745,1
3438,339,8,934,99,1463,203,228,164,1637,Commanche,C8771,6
2942,41,14,379,-2,618,221,208,119,1776,Rawah,C7745,1
3163,215,23,890,72,4182,191,254,191,1095,Commanche,C7757,1
3118,260,7,300,3,1256,203,244,179,2103,Rawah,C7202,0
3342,49,17,532,177,3551,225,202,105,1855,Commanche,C8772,6
3293,295,12,285,75,3391,185,237,192,1936,Rawah,C7745,0
2989,329,11,342,74,2861,194,227,172,1471,Commanche,C7756,1
3269,37,23,201,10,2640,212,183,96,1445,Commanche,C7700,0
2417,88,14,162,20,591,240,216,103,1022,Commanche,C2705,5
2636,81,16,330,85,283,240,211,97,1142,Rawah,C4744,1
2705,85,36,90,47,90,244,157,11,2221,Rawah,C7746,4
3104,140,14,127,28,4535,240,235,121,1091,Rawah,C7745,0
3641,66,19,1072,356,2530,235,198,87,1253,Rawah,C8776,0
2927,338,18,277,65,1771,177,211,171,2669,Commanche,C7756,1
3017,118,9,466,52,1290,237,232,126,2017,Commanche,C7202,1
2709,48,13,277,0,845,224,211,118,242,Commanche,C4703,1
2867,135,3,216,13,5047,224,238,149,4264,Rawah,C7746,1
3305,49,9,541,128,1266,224,220,130,2486,Rawah,C7202,1
2782,138,6,170,10,2402,230,238,142,1800,Rawah,C4744,1
3057,82,14,576,118,1328,239,214,102,2200,Commanche,C7757,1
3135,267,29,95,32,949,134,237,234,2471,Rawah,C7746,0
1998,168,25,67,10,242,230,240,126,503,Cache,C2704,2
3100,326,2,0,0,3674,215,237,160,3031,Commanche,C7201,0
3296,211,23,124,36,2399,195,254,185,636,Commanche,C8772,6
3103,13,13,633,10,3922,207,214,142,3429,Rawah,C7745,1
2650,73,5,30,0,1134,226,230,139,1706,Commanche,C7757,1
2840,13,16,175,42,3949,203,207,138,5378,Rawah,C7745,1
3034,339,3,42,-5,3301,212,234,160,1087,Commanche,C7756,1
3242,36,13,594,56,4011,219,211,126,3626,Rawah,C7202,0
2869,240,29,30,26,2718,152,248,223,1380,Commanche,C4758,1
3129,284,4,361,13,2145,209,240,169,2682,Commanche,C7756,1
3214,96,2,30,1,5803,223,236,149,658,Rawah,C7202,0
3330,214,12,283,62,3494,209,251,177,390,Commanche,C7755,0
3128,336,20,150,5,3545,170,207,174,2018,Rawah,C7700,0
3087,235,4,234,30,3025,213,243,167,1533,Commanche,C7756,1
3289,158,15,540,87,2773,235,241,133,1134,Commanche,C7757,1
2810,38,8,60,9,1165,220,222,136,2086,Commanche,C4704,1
2805,207,23,309,94,618,198,254,180,2015,Commanche,C2705,1
3267,36,6,458,68,1172,220,226,142,674,Neota,C7756,0
2697,79,5,600,-18,1015,226,231,139,1493,Rawah,C4744,1
3305,40,15,660,21,3064,220,207,118,977,Commanche,C7700,0
2982,27,6,218,10,5167,217,226,145,6289,Rawah,C7745,0
2786,306,13,42,10,2087,182,232,189,3185,Rawah,C7102,0
3159,273,16,618,114,6058,176,243,205,1631,Rawah,C7746,1
2754,163,10,150,24,2505,230,243,145,2206,Commanche,C4704,2
3255,215,16,234,33,3866,203,253,183,2579,Rawah,C7202,6
3175,315,2,541,118,3917,213,237,162,2759,Rawah,C7746,1
3064,273,13,541,67,2655,184,243,199,1158,Commanche,C7756,0
2394,346,16,192,86,900,186,212,163,960,Cache,C4703,5
2564,45,16,446,33,510,223,203,110,778,Rawah,C4744,1
3176,277,15,234,41,210,177,242,204,2568,Commanche,C7755,1
3447,1,35,324,13,2687,149,151,123,2393,Rawah,C8776,0
3127,34,12,67,-5,1651,218,213,129,607,Commanche,C7755,0
2587,113,26,212,26,1434,254,203,60,1130,Commanche,C2703,2
3073,0,3,124,6,3144,215,234,156,1019,Rawah,C7745,1
2504,349,38,212,-30,376,124,149,144,1500,Commanche,C4703,1
2798,290,20,42,8,872,159,233,212,1734,Commanche,C4758,0
2783,29,12,108,3,832,216,213,131,2991,Commanche,C7755,1
3205,183,13,242,31,4025,223,248,155,725,Commanche,C7757,0
2586,18,37,242,111,858,166,139,87,1304,Commanche,C4758,1
3311,327,13,732,127,764,188,225,176,1064,Neota,C7202,0
3412,192,13,402,100,4294,219,250,162,3046,Commanche,C7757,0
3169,339,18,42,10,1381,180,212,170,2506,Rawah,C7201,1
3093,143,7,360,52,779,231,239,140,1651,Commanche,C7757,1
3297,293,9,120,30,5516,195,238,183,693,Rawah,C8771,0
3079,213,16,150,3,1687,204,253,181,700,Commanche,C7755,1
2832,85,11,120,17,1127,236,222,116,841,Commanche,C7756,0
2894,86,7,437,46,1566,230,229,132,2821,Commanche,C7755,1
2795,134,15,60,-4,1260,243,232,114,1622,Commanche,C4703,1
3201,144,8,324,110,5044,232,239,139,1566,Rawah,C7745,0
2867,207,28,576,163,3645,189,252,183,1530,Commanche,C4758,1
2648,23,23,95,30,2160,199,183,112,895,Commanche,C4703,1
3077,225,5,511,-43,2250,213,245,169,1587,Commanche,C7756,1
3266,57,11,162,33,2941,228,216,120,2364,Rawah,C7745,0
2939,255,13,384,39,5532,190,248,195,5200,Rawah,C7745,1
2621,186,24,60,12,2040,215,249,154,1124,Commanche,C2705,0
2034,338,37,30,23,90,116,161,168,680,Cache,C4703,2
2973,246,27,212,60,5178,155,248,223,1504,Rawah,C7745,1
2702,180,4,30,-5,3851,221,242,156,2164,Commanche,C7102,1
2696,157,17,67,6,3609,236,240,128,2052,Commanche,C7702,1
2407,63,20,30,2,1040,233,194,84,722,Cache,C4703,5
3295,250,7,180,3,3151,205,245,179,819,Commanche,C7756,0
2732,39,20,162,44,1183,216,191,103,1637,Commanche,C4703,1
3008,139,5,484,94,1890,227,238,145,2812,Commanche,C7756,1
2981,27,8,904,183,2831,217,222,141,741,Commanche,C7755,1
2910,24,19,108,5,418,206,194,119,376,Commanche,C7755,1
3125,17,16,300,62,258,205,205,133,1170,Rawah,C7201,1
3121,63,12,90,20,2367,230,216,117,1786,Rawah,C7745,0
2653,301,3,0,0,2120,211,238,165,2623,Rawah,C6101,1
3225,37,22,242,46,1490,213,185,98,285,Rawah,C7201,0
3214,59,1,752,62,1020,220,235,152,2081,Commanche,C7756,0
3214,16,7,30,-1,1082,214,226,148,1986,Neota,C7202,0
3270,146,18,324,157,1020,242,235,115,1865,Rawah,C7746,0
3305,262,23,1054,306,3481,157,244,222,2656,Commanche,C7709,1
3012,330,23,552,129,3331,160,206,182,1786,Commanche,C7700,0
3407,191,5,912,201,1401,220,244,160,1779,Commanche,C8771,0
2762,99,27,382,129,2482,252,190,48,2137,Commanche,C4703,2
3185,12,14,551,167,4578,205,211,141,2178,Rawah,C7745,0
3034,233,7,30,-1,2589,208,247,175,1398,Commanche,C7202,1
3121,190,13,424,67,268,219,250,161,721,Commanche,C7756,1
2714,38,15,124,-14,1503,218,205,118,1061,Rawah,C7745,1
2910,60,17,693,120,767,231,202,99,2336,Rawah,C7745,1
3020,228,13,182,36,2991,201,251,186,524,Commanche,C7756,1
2757,135,2,127,26,2624,222,238,151,1895,Rawah,C4744,1
3070,28,8,108,4,1500,217,223,141,2281,Rawah,C7745,1
2870,189,15,283,108,4079,219,250,160,5314,Rawah,C4744,1
3011,56,17,67,13,4456,229,203,101,2679,Rawah,C7745,0
2324,264,11,0,0,636,193,245,191,323,Cache,C4703,2
3152,2,6,360,-12,3881,212,229,154,4516,Rawah,C7202,0
3218,204,9,192,5,2865,215,249,168,703,Rawah,C7201,0
2281,222,36,484,-48,616,152,245,207,834,Cache,C2702,2
2432,260,7,170,57,362,204,244,178,576,Cache,C2717,2
2919,108,21,150,31,751,250,210,78,2681,Rawah,C7745,1
2699,15,11,67,6,2012,210,217,143,6772,Rawah,C4744,0
2525,63,7,256,-10,600,227,225,132,541,Rawah,C7202,1
3231,51,13,67,9,2502,226,211,117,1289,Rawah,C7201,0
3041,203,14,391,66,5755,212,252,171,1974,Rawah,C7745,0
3258,33,11,720,183,4031,218,216,133,3590,Rawah,C7745,0
2878,142,8,67,7,3185,232,238,138,2577,Rawah,C4744,1
3079,128,9,124,8,5051,235,235,131,2022,Rawah,C7745,1
3386,321,9,283,22,1697,197,231,174,768,Commanche,C8771,6
3152,323,10,162,33,3307,195,230,174,4953,Rawah,C7745,0
3392,353,12,541,100,2530,200,219,157,1201,Commanche,C7756,0
3106,9,13,450,16,3631,205,213,144,4475,Rawah,C7745,0
2982,304,21,331,66,5325,156,224,206,1465,Rawah,C7746,1
3087,94,8,417,36,5091,232,229,129,1706,Rawah,C7102,0
2842,158,15,0,0,1150,235,241,133,2232,Commanche,C7102,0
3273,102,6,134,5,1112,230,233,137,2107,Rawah,C8776,0
3046,39,12,283,47,3078,220,212,125,1531,Commanche,C7756,1
2960,145,23,890,165,2731,245,229,100,1201,Commanche,C4758,1
3053,298,20,319,73,1084,161,229,207,2343,Commanche,C7201,0
3163,273,15,604,100,150,178,243,203,2072,Commanche,C7757,1
3221,168,16,30,11,2577,231,244,139,2761,Rawah,C7745,6
2858,356,4,30,4,2765,214,233,157,2405,Rawah,C7202,0
3243,210,10,342,110,2868,212,250,172,1020,Commanche,C7755,0
3009,263,8,690,-59,1661,201,244,182,2213,Commanche,C7755,1
2904,49,18,470,246,484,225,197,100,1632,Rawah,C7745,1
3003,32,3,0,0,5367,219,232,150,2268,Rawah,C7202,0
3259,191,16,268,83,3488,218,251,162,2958,Rawah,C7201,0
3158,294,10,626,50,5599,191,238,187,1320,Rawah,C7745,1
2677,173,20,300,-78,2876,228,245,139,1842,Commanche,C4758,1
2419,26,30,108,16,1224,191,162,91,850,Commanche,C4703,2
2299,15,11,190,85,1530,210,217,143,752,Cache,C2703,5
3437,161,9,577,59,1358,229,242,145,3862,Neota,C8771,0
2757,108,9,212,51,2619,236,230,125,2223,Rawah,C4744,1
2524,35,19,0,0,926,214,195,109,1610,Commanche,C7102,5
2145,144,9,0,0,907,233,239,137,780,Cache,C5101,3
2975,115,18,277,134,5253,248,220,94,446,Rawah,C7746,1
2668,318,22,300,79,942,158,215,195,1146,Commanche,C7757,1
3368,60,14,30,-2,1639,230,211,110,1790,Neota,C8771,6
3232,43,10,95,19,4497,222,217,129,3515,Commanche,C7201,0
2714,70,24,134,70,150,237,186,67,1719,Rawah,C7746,4
2967,96,20,256,69,2352,248,207,79,1899,Commanche,C7700,1
3300,181,21,242,66,3219,222,248,149,2991,Rawah,C7745,0
3248,24,18,295,86,811,207,199,123,1801,Neota,C8772,0
2721,209,2,124,-5,1627,217,241,161,3974,Rawah,C4744,1
2962,347,3,30,-2,600,213,234,159,1104,Neota,C7201,0
2666,266,36,424,183,942,107,228,245,1680,Commanche,C7710,1
2845,72,18,210,71,1047,237,202,89,1782,Rawah,C7746,1
2816,331,6,150,31,1112,206,233,165,1973,Commanche,C4704,0
3239,61,9,0,0,677,227,222,128,2088,Rawah,C8771,0
2486,49,21,90,34,518,223,190,91,765,Commanche,C7102,1
3175,240,7,330,60,1116,208,246,176,793,Commanche,C7756,0
3387,221,9,1103,185,3027,209,249,176,1337,Commanche,C8771,6
2578,190,4,42,1,792,220,243,159,1323,Commanche,C4704,2
3136,165,23,180,7,2448,233,240,125,3368,Rawah,C7201,0
2783,50,18,319,17,1940,225,197,99,892,Commanche,C4703,1
3097,143,12,331,-10,443,237,237,129,1805,Rawah,C7201,0
2795,152,27,85,39,1284,241,228,97,1648,Commanche,C7757,1
2988,51,9,134,-6,4530,225,220,128,2445,Rawah,C7745,1
2643,80,4,175,-3,571,225,232,142,1683,Rawah,C4744,1
2840,262,35,330,202,1698,114,232,243,1415,Commanche,C4758,1
2991,101,14,67,11,1599,243,220,103,1980,Rawah,C7746,1
2797,173,6,283,24,2314,224,243,154,2743,Rawah,C4744,1
3049,1,13,150,-7,3333,200,214,151,1172,Commanche,C7756,1
2896,104,10,150,25,3147,238,227,119,2568,Rawah,C4744,1
3294,219,10,553,80,853,209,250,177,2734,Commanche,C7756,1
3155,146,17,295,93,2273,241,235,118,1620,Commanche,C7709,0
2993,326,5,30,3,1771,207,234,166,1565,Rawah,C7745,0
2355,274,27,120,74,1475,140,235,230,684,Cache,C4703,5
2115,266,28,180,82,350,138,238,232,418,Cache,C2702,2
3259,60,7,283,50,5431,225,226,135,467,Rawah,C7201,0
3323,214,21,366,134,3196,195,254,188,671,Commanche,C7757,0
3229,79,12,277,-25,891,236,217,110,2899,Neota,C7202,1
3124,11,8,182,48,2902,212,224,150,1318,Commanche,C7756,0
3223,331,17,488,83,3871,177,216,177,1655,Commanche,C8772,0
3118,284,6,42,0,1986,204,240,176,2148,Commanche,C7756,1
2893,124,12,134,23,5203,240,231,118,4242,Rawah,C7745,1
2610,143,5,30,-5,659,227,239,145,1602,Rawah,C7102,1
3090,197,15,150,31,1832,215,252,167,306,Commanche,C7756,1
2947,166,12,408,106,3054,230,244,144,3369,Rawah,C4744,1
3257,30,10,300,64,1382,217,217,135,342,Rawah,C7202,0
2775,12,19,85,15,1211,198,199,134,2340,Rawah,C7745,1
3192,88,11,30,7,1641,237,221,114,1683,Rawah,C7745,0
3372,303,11,806,122,1024,190,235,185,2097,Commanche,C7756,0
3133,142,12,60,0,1048,237,237,128,1650,Commanche,C7202,0
2723,132,17,60,11,2470,245,228,105,5392,Rawah,C7745,1
2835,299,19,150,61,741,164,229,204,2084,Rawah,C7746,1
3003,53,28,258,61,1350,223,169,63,1138,Commanche,C7756,1
2639,359,10,0,0,1632,205,221,154,1214,Commanche,C7102,0
2662,145,15,256,28,2173,239,237,123,2493,Commanche,C2705,2
3040,105,7,150,6,4292,232,232,133,2594,Rawah,C7745,1
3371,301,30,510,164,767,125,213,220,1106,Neota,C7757,0
3262,324,20,335,44,3971,167,215,187,1637,Commanche,C7201,0
2754,340,6,384,75,1518,208,232,162,1950,Commanche,C4704,2
3043,184,10,573,132,3086,222,247,157,782,Commanche,C7756,1
3223,162,2,365,141,2525,221,239,154,1415,Commanche,C7755,0
2961,12,10,361,40,1579,210,219,146,418,Commanche,C7755,1
3178,284,14,858,-24,1317,182,240,198,1409,Commanche,C7757,0
3109,355,9,30,0,3546,206,224,157,4070,Rawah,C7202,0
2725,103,22,228,92,2352,250,207,74,2316,Commanche,C4703,2
3128,23,22,190,52,1167,201,186,113,792,Rawah,C7201,0
3177,121,15,319,61,2493,244,227,108,2960,Commanche,C7700,0
3337,104,12,524,55,2177,241,224,111,2281,Rawah,C8771,0
2947,264,9,30,5,3087,199,244,185,1342,Commanche,C7202,0
2913,117,22,849,284,2780,251,214,79,1660,Commanche,C4703,1
2637,172,20,390,109,916,228,245,139,1006,Commanche,C2703,2
2842,350,17,67,13,924,187,209,159,1961,Commanche,C7700,1
3302,47,19,85,-3,1302,223,194,98,3516,Neota,C8771,1
3208,18,21,424,149,1146,199,191,122,384,Rawah,C7201,0
2747,172,29,216,81,1994,225,238,125,2242,Commanche,C4703,2
3160,209,10,295,60,5301,213,249,171,277,Rawah,C7745,1
3404,290,16,30,10,5232,175,236,201,3810,Commanche,C8771,6
2963,31,6,108,4,3544,219,228,145,1114,Rawah,C7745,1
3130,328,15,309,67,297,183,222,178,1261,Rawah,C7201,1
3323,194,15,268,-33,3024,216,251,165,573,Commanche,C8771,0
3263,112,5,85,5,994,229,234,139,2098,Rawah,C8776,0
2900,268,23,170,89,1776,155,242,222,1142,Commanche,C7755,1
2475,90,7,182,31,564,231,229,132,1369,Cache,C2717,5
3388,214,7,201,-4,2978,214,247,169,361,Commanche,C8771,0
3164,251,11,480,67,1008,196,248,189,853,Commanche,C7202,0
3076,54,28,192,11,1273,223,167,59,2571,Commanche,C7757,0
2956,103,13,361,78,1718,242,222,108,2876,Commanche,C7756,1
2886,319,21,170,48,3168,161,216,193,2363,Rawah,C7745,1
2901,266,17,882,232,2315,173,245,209,1630,Commanche,C4758,4
2893,54,8,127,38,3466,225,222,130,1800,Rawah,C7745,1
2951,138,14,30,5,1531,241,234,120,258,Commanche,C7756,0
2917,117,23,240,96,4269,252,212,75,644,Rawah,C7745,1
3357,107,26,150,38,2221,253,199,57,920,Commanche,C8776,6
2975,282,24,85,13,660,147,233,222,1026,Commanche,C7700,1
3115,233,5,60,10,2145,212,244,169,693,Commanche,C7202,1
2995,116,7,60,-2,1561,233,233,133,1380,Rawah,C7202,1
3292,350,18,339,100,1515,184,206,159,2676,Rawah,C7202,0
2441,60,28,255,74,644,229,170,56,690,Cache,C4703,2
3012,307,17,430,93,1087,171,227,196,666,Commanche,C7756,1
3236,117,15,234,41,1637,245,225,105,1416,Neota,C7757,0
3493,63,23,767,278,2400,233,186,72,1692,Rawah,C8776,0
2991,100,11,552,-3,4379,238,225,116,3087,Rawah,C7745,1
3390,53,21,725,108,2408,227,191,89,2068,Rawah,C8776,0
2595,140,20,190,64,934,245,229,103,1392,Commanche,C2705,2
2955,165,15,30,8,1627,232,244,138,162,Commanche,C7756,1
3121,18,9,153,22,4628,213,221,144,2635,Rawah,C7745,1
2970,255,7,120,25,1638,205,244,178,85,Commanche,C7756,1
3114,288,21,127,40,1936,157,233,214,417,Commanche,C7202,0
2985,324,13,30,15,309,186,225,179,295,Neota,C7202,0
2105,138,22,67,24,272,247,226,96,864,Cache,C2702,2
2767,55,19,210,8,2580,228,196,93,4319,Rawah,C4744,1
3044,322,17,42,9,3157,175,221,185,2669,Commanche,C7700,0
3257,21,10,150,31,3876,214,219,141,1436,Rawah,C8772,0
2967,222,11,210,36,1922,206,251,180,1423,Commanche,C7755,1
2936,45,3,42,0,4719,220,232,149,2372,Rawah,C7745,0
3014,31,4,618,177,5399,219,230,148,5251,Rawah,C4744,1
2998,201,4,537,-36,1608,218,243,161,1652,Commanche,C7755,1
2618,99,10,85,16,1789,237,226,119,708,Commanche,C4704,1
3093,25,14,552,7,4024,213,210,131,3305,Rawah,C7745,1
2985,37,19,120,17,5205,216,196,108,2266,Rawah,C7745,0
3122,42,12,60,-2,1683,222,214,126,212,Rawah,C7202,0
3479,66,24,725,264,2389,235,186,69,1765,Rawah,C8776,0
3093,289,19,437,50,1631,163,234,210,3241,Rawah,C7745,0
2704,161,18,30,-1,2980,235,241,129,1909,Rawah,C6101,1
3181,236,19,618,90,4031,183,253,203,942,Commanche,C7757,1
2252,317,33,67,37,150,118,192,205,661,Cache,C4703,1
2749,113,2,361,16,2422,222,237,151,5730,Rawah,C4744,1
2816,185,3,212,9,2362,220,241,157,2353,Rawah,C4744,1
2949,301,1,446,59,4239,215,238,161,5684,Rawah,C4744,1
2881,229,19,510,257,741,188,254,198,1693,Commanche,C7756,1
3371,163,19,95,16,2249,234,242,131,3480,Neota,C7756,0
3064,50,12,569,148,4563,225,213,120,3558,Rawah,C7745,0
2309,218,27,443,-20,616,179,253,197,793,Cache,C2702,2
3112,54,11,402,53,726,226,216,122,1259,Commanche,C7756,1
3433,137,21,162,2,2652,247,226,97,1112,Commanche,C8776,6
3175,77,6,306,33,3054,228,228,134,4570,Rawah,C7745,0
2984,349,7,454,8,5325,207,228,160,1506,Rawah,C7202,1
3126,293,13,685,196,6141,184,237,193,1443,Rawah,C7745,0
3215,203,2,124,8,2190,218,240,159,2949,Rawah,C7745,0
2922,108,15,60,-7,598,245,221,101,2297,Rawah,C7745,1
